region_id,time_id,lag_0,lag_1,lag_2,lag_4,rolling_mean_4,rolling_sum_4,ewma_4,neighbor_lag_0,neighbor_lag_1,neighbor_roll_mean_4,neighbor_ewma_4,self_neighbor_ratio_lag0,lag1_share_theft_larceny,lag1_share_assault_battery,lag1_share_burglary,lag1_share_robbery,lag1_share_motor_vehicle_theft,lag1_share_drug_narcotics,month,weekofyear,quarter,sin_weekofyear,cos_weekofyear,region_train_mean,region_train_std,region_train_count,region_seen_in_train,y,y_count
IL__CPD_DIST_2,2025-07-25,68,75.0,82.0,83.0,81.5,326.0,80.61848952053644,60.56521739130435,57.95652173913044,60.945652173913054,60.2717832907027,1.12275664034458,0.26666666666666666,0.4533333333333333,0.05333333333333334,0.05333333333333334,0.16,0.013333333333333334,7,30,3,-0.46472317204376806,-0.8854560256532101,63.15594059405941,14.09345729713128,1212,1,0,75.0
IL__CPD_DIST_2,2025-07-28,75,68.0,75.0,86.0,77.75,311.0,75.57109371232187,60.65217391304348,60.56521739130435,60.81521739130436,60.38915693094336,1.2365591397849462,0.45588235294117646,0.3088235294117647,0.029411764705882353,0.014705882352941176,0.19117647058823528,0.0,7,31,3,-0.5680647467311556,-0.8229838658936565,63.15594059405941,14.09345729713128,1212,1,1,92.0
IL__CPD_DIST_2,2025-07-31,92,75.0,68.0,82.0,75.0,300.0,75.34265622739312,60.56521739130435,60.65217391304348,60.423913043478265,60.4943637237834,1.5190236898779612,0.48,0.3333333333333333,0.013333333333333334,0.05333333333333334,0.10666666666666667,0.013333333333333334,7,31,3,-0.5680647467311556,-0.8229838658936565,63.15594059405941,14.09345729713128,1212,1,0,61.0
IL__CPD_DIST_2,2025-08-03,61,92.0,75.0,75.0,77.5,310.0,82.00559373643588,59.17391304347826,60.56521739130435,59.934782608695656,60.52270519079178,1.0308596620132255,0.34782608695652173,0.31521739130434784,0.03260869565217391,0.043478260869565216,0.2608695652173913,0.0,8,31,3,-0.5680647467311556,-0.8229838658936565,63.15594059405941,14.09345729713128,1212,1,0,66.0
IL__CPD_DIST_2,2025-08-06,66,61.0,92.0,68.0,74.0,296.0,73.60335624186153,57.608695652173914,59.17391304347826,60.239130434782616,59.98318833186637,1.1456603773584906,0.3114754098360656,0.4098360655737705,0.04918032786885246,0.0,0.22950819672131148,0.0,8,32,3,-0.663122658240795,-0.7485107481711013,63.15594059405941,14.09345729713128,1212,1,1,99.0
IL__CPD_DIST_2,2025-08-09,99,66.0,61.0,75.0,73.5,294.0,70.56201374511691,57.56521739130435,57.608695652173914,59.50000000000001,59.033391259989386,1.719788519637462,0.3939393939393939,0.3333333333333333,0.015151515151515152,0.015151515151515152,0.21212121212121213,0.030303030303030304,8,32,3,-0.663122658240795,-0.7485107481711013,63.15594059405941,14.09345729713128,1212,1,0,59.0
IL__CPD_DIST_2,2025-08-12,59,99.0,66.0,92.0,79.5,318.0,81.93720824707015,56.91304347826087,57.56521739130435,58.728260869565226,58.44612171251538,1.0366692131398014,0.3838383838383838,0.46464646464646464,0.06060606060606061,0.0,0.09090909090909091,0.0,8,33,3,-0.7485107481711011,-0.6631226582407952,63.15594059405941,14.09345729713128,1212,1,0,69.0
IL__CPD_DIST_2,2025-08-15,69,59.0,99.0,61.0,71.25,285.0,72.76232494824208,58.43478260869565,56.91304347826087,57.81521739130436,57.83289041881357,1.1808035714285714,0.3220338983050847,0.4067796610169492,0.01694915254237288,0.03389830508474576,0.15254237288135594,0.06779661016949153,8,33,3,-0.7485107481711011,-0.6631226582407952,63.15594059405941,14.09345729713128,1212,1,0,63.0
IL__CPD_DIST_2,2025-08-18,63,69.0,59.0,66.0,73.25,293.0,71.25739496894525,59.130434782608695,58.43478260869565,57.6304347826087,58.0736472947664,1.0654411764705882,0.37681159420289856,0.2898550724637681,0.07246376811594203,0.07246376811594203,0.18840579710144928,0.0,8,34,3,-0.8229838658936564,-0.5680647467311559,63.15594059405941,14.09345729713128,1212,1,1,90.0
IL__CPD_DIST_2,2025-08-21,90,63.0,69.0,99.0,72.5,290.0,67.95443698136715,60.34782608695652,59.130434782608695,58.0108695652174,58.49636228990332,1.4913544668587897,0.25396825396825395,0.5238095238095238,0.015873015873015872,0.015873015873015872,0.14285714285714285,0.047619047619047616,8,34,3,-0.8229838658936564,-0.5680647467311559,63.15594059405941,14.09345729713128,1212,1,0,64.0
IL__CPD_DIST_2,2025-08-24,64,90.0,63.0,59.0,70.25,281.0,76.77266218882029,57.69565217391305,60.34782608695652,58.706521739130444,59.236947808724594,1.1092690278824415,0.4,0.3,0.07777777777777778,0.05555555555555555,0.15555555555555556,0.011111111111111112,8,34,3,-0.8229838658936564,-0.5680647467311559,63.15594059405941,14.09345729713128,1212,1,1,76.0
IL__CPD_DIST_2,2025-08-27,76,64.0,90.0,69.0,71.5,286.0,71.66359731329217,53.65217391304348,57.69565217391305,58.902173913043484,58.620429554799976,1.4165316045380876,0.328125,0.453125,0.078125,0.03125,0.109375,0.0,8,35,3,-0.8854560256532096,-0.4647231720437691,63.15594059405941,14.09345729713128,1212,1,1,83.0
IL__CPD_DIST_2,2025-08-30,83,76.0,64.0,63.0,73.25,293.0,73.3981583879753,58.52173913043478,53.65217391304348,57.70652173913044,56.63312729809738,1.4182763744427935,0.4342105263157895,0.3157894736842105,0.06578947368421052,0.0,0.18421052631578946,0.0,8,35,3,-0.8854560256532096,-0.4647231720437691,63.15594059405941,14.09345729713128,1212,1,0,61.0
