time_window_days,domain,model,seed,metric,value,crime_group,date_bucket,slice
3,chicago_2025,baseline_persistence,2,f1,0.6185737976782753,,,overall
3,chicago_2025,baseline_persistence,2,recall,0.6196013289036545,,,overall
3,chicago_2025,baseline_persistence,2,precision,0.6175496688741722,,,overall
3,chicago_2025,logistic_regression,2,auc,0.9319772440960625,,,overall
3,chicago_2025,logistic_regression,2,f1,0.7066290550070522,,,overall
3,chicago_2025,logistic_regression,2,recall,0.8322259136212624,,,overall
3,chicago_2025,logistic_regression,2,precision,0.6139705882352942,,,overall
3,chicago_2025,lstm,2,auc,0.8990978052521974,,,overall
3,chicago_2025,lstm,2,f1,0.6407322654462243,,,overall
3,chicago_2025,lstm,2,recall,0.6976744186046512,,,overall
3,chicago_2025,lstm,2,precision,0.5923836389280677,,,overall
3,chicago_2025,random_forest,2,auc,0.9295698202894908,,,overall
3,chicago_2025,random_forest,2,f1,0.6804478897502153,,,overall
3,chicago_2025,random_forest,2,recall,0.6561461794019934,,,overall
3,chicago_2025,random_forest,2,precision,0.7066189624329159,,,overall
3,nibrs,baseline_persistence,2,auc,0.9987551692918574,,,overall
3,nibrs,baseline_persistence,2,f1,0.9072254966164593,,,overall
3,nibrs,baseline_persistence,2,recall,0.9086139046786182,,,overall
3,nibrs,baseline_persistence,2,precision,0.9058413251961639,,,overall
3,nibrs,logistic_regression,2,auc,0.7806795865312477,,,overall
3,nibrs,logistic_regression,2,f1,0.3505228993869456,,,overall
3,nibrs,logistic_regression,2,recall,0.2125054656755575,,,overall
3,nibrs,logistic_regression,2,precision,1.0,,,overall
3,nibrs,lstm,2,auc,0.992750621454713,,,overall
3,nibrs,lstm,2,f1,0.23890784982935154,,,overall
3,nibrs,lstm,2,recall,0.13773502404897245,,,overall
3,nibrs,lstm,2,precision,0.9,,,overall
3,nibrs,random_forest,2,auc,0.9967461238144466,,,overall
3,nibrs,random_forest,2,f1,0.9251324579589957,,,overall
3,nibrs,random_forest,2,recall,0.8780061215566244,,,overall
3,nibrs,random_forest,2,precision,0.9776046738072055,,,overall
3,chicago_2025,baseline_persistence,0,f1,0.0,,2024-12,temporal
3,chicago_2025,baseline_persistence,0,f1,0.2916666666666667,,2025-01,temporal
3,chicago_2025,baseline_persistence,0,f1,0.3902439024390244,,2025-02,temporal
3,chicago_2025,baseline_persistence,0,f1,0.45,,2025-03,temporal
3,chicago_2025,baseline_persistence,0,f1,0.5473684210526316,,2025-04,temporal
3,chicago_2025,baseline_persistence,0,f1,0.5391304347826087,,2025-05,temporal
3,chicago_2025,baseline_persistence,0,f1,0.802547770700637,,2025-06,temporal
3,chicago_2025,baseline_persistence,0,f1,0.7486033519553074,,2025-07,temporal
3,chicago_2025,baseline_persistence,0,f1,0.6715328467153284,,2025-08,temporal
3,chicago_2025,baseline_persistence,0,f1,0.7067669172932332,,2025-09,temporal
3,chicago_2025,baseline_persistence,0,f1,0.6885245901639344,,2025-10,temporal
3,chicago_2025,baseline_persistence,0,f1,0.43076923076923074,,2025-11,temporal
3,chicago_2025,baseline_persistence,0,f1,0.26666666666666666,,2025-12,temporal
3,chicago_2025,logistic_regression,0,f1,0.5,,2024-12,temporal
3,chicago_2025,logistic_regression,0,f1,0.5423728813559322,,2025-01,temporal
3,chicago_2025,logistic_regression,0,f1,0.42857142857142855,,2025-02,temporal
3,chicago_2025,logistic_regression,0,f1,0.62,,2025-03,temporal
3,chicago_2025,logistic_regression,0,f1,0.6,,2025-04,temporal
3,chicago_2025,logistic_regression,0,f1,0.7189542483660131,,2025-05,temporal
3,chicago_2025,logistic_regression,0,f1,0.8571428571428571,,2025-06,temporal
3,chicago_2025,logistic_regression,0,f1,0.8333333333333334,,2025-07,temporal
3,chicago_2025,logistic_regression,0,f1,0.7251461988304093,,2025-08,temporal
3,chicago_2025,logistic_regression,0,f1,0.7530864197530864,,2025-09,temporal
3,chicago_2025,logistic_regression,0,f1,0.7769784172661871,,2025-10,temporal
3,chicago_2025,logistic_regression,0,f1,0.5176470588235293,,2025-11,temporal
3,chicago_2025,logistic_regression,0,f1,0.3125,,2025-12,temporal
3,chicago_2025,lstm,0,f1,0.0,,2024-12,temporal
3,chicago_2025,lstm,0,f1,0.3448275862068965,,2025-01,temporal
3,chicago_2025,lstm,0,f1,0.43902439024390244,,2025-02,temporal
3,chicago_2025,lstm,0,f1,0.23333333333333334,,2025-03,temporal
3,chicago_2025,lstm,0,f1,0.5869565217391304,,2025-04,temporal
3,chicago_2025,lstm,0,f1,0.5648854961832059,,2025-05,temporal
3,chicago_2025,lstm,0,f1,0.7710843373493976,,2025-06,temporal
3,chicago_2025,lstm,0,f1,0.8223350253807107,,2025-07,temporal
3,chicago_2025,lstm,0,f1,0.6826347305389222,,2025-08,temporal
3,chicago_2025,lstm,0,f1,0.7050359712230215,,2025-09,temporal
3,chicago_2025,lstm,0,f1,0.6428571428571429,,2025-10,temporal
3,chicago_2025,lstm,0,f1,0.4722222222222222,,2025-11,temporal
3,chicago_2025,lstm,0,f1,0.4444444444444444,,2025-12,temporal
3,chicago_2025,random_forest,0,f1,0.5,,2024-12,temporal
3,chicago_2025,random_forest,0,f1,0.23529411764705882,,2025-01,temporal
3,chicago_2025,random_forest,0,f1,0.41379310344827586,,2025-02,temporal
3,chicago_2025,random_forest,0,f1,0.3582089552238806,,2025-03,temporal
3,chicago_2025,random_forest,0,f1,0.5121951219512195,,2025-04,temporal
3,chicago_2025,random_forest,0,f1,0.6271186440677966,,2025-05,temporal
3,chicago_2025,random_forest,0,f1,0.8674698795180723,,2025-06,temporal
3,chicago_2025,random_forest,0,f1,0.8324873096446701,,2025-07,temporal
3,chicago_2025,random_forest,0,f1,0.7234042553191489,,2025-08,temporal
3,chicago_2025,random_forest,0,f1,0.6356589147286822,,2025-09,temporal
3,chicago_2025,random_forest,0,f1,0.7903225806451613,,2025-10,temporal
3,chicago_2025,random_forest,0,f1,0.4897959183673469,,2025-11,temporal
3,chicago_2025,random_forest,0,f1,0.0,,2025-12,temporal
3,nibrs,baseline_persistence,0,f1,0.9014084507042254,,2024-01,temporal
3,nibrs,baseline_persistence,0,f1,0.905852417302799,,2024-02,temporal
3,nibrs,baseline_persistence,0,f1,0.9246231155778895,,2024-03,temporal
3,nibrs,baseline_persistence,0,f1,0.9108433734939758,,2024-04,temporal
3,nibrs,baseline_persistence,0,f1,0.9123595505617977,,2024-05,temporal
3,nibrs,baseline_persistence,0,f1,0.8976377952755906,,2024-06,temporal
3,nibrs,baseline_persistence,0,f1,0.8911392405063291,,2024-07,temporal
3,nibrs,baseline_persistence,0,f1,0.8883374689826302,,2024-08,temporal
3,nibrs,baseline_persistence,0,f1,0.9129287598944592,,2024-09,temporal
3,nibrs,baseline_persistence,0,f1,0.9065420560747663,,2024-10,temporal
3,nibrs,baseline_persistence,0,f1,0.9291784702549575,,2024-11,temporal
3,nibrs,baseline_persistence,0,f1,0.9055374592833875,,2024-12,temporal
3,nibrs,logistic_regression,0,f1,0.22360248447204972,,2024-01,temporal
3,nibrs,logistic_regression,0,f1,0.4,,2024-02,temporal
3,nibrs,logistic_regression,0,f1,0.3739837398373984,,2024-03,temporal
3,nibrs,logistic_regression,0,f1,0.4258555133079848,,2024-04,temporal
3,nibrs,logistic_regression,0,f1,0.489795918367347,,2024-05,temporal
3,nibrs,logistic_regression,0,f1,0.48799999999999993,,2024-06,temporal
3,nibrs,logistic_regression,0,f1,0.4615384615384615,,2024-07,temporal
3,nibrs,logistic_regression,0,f1,0.4714828897338403,,2024-08,temporal
3,nibrs,logistic_regression,0,f1,0.5,,2024-09,temporal
3,nibrs,logistic_regression,0,f1,0.4676258992805756,,2024-10,temporal
3,nibrs,logistic_regression,0,f1,0.49361702127659574,,2024-11,temporal
3,nibrs,logistic_regression,0,f1,0.4455958549222798,,2024-12,temporal
3,nibrs,lstm,0,f1,0.0,,2024-01,temporal
3,nibrs,lstm,0,f1,0.0,,2024-02,temporal
3,nibrs,lstm,0,f1,0.0,,2024-03,temporal
3,nibrs,lstm,0,f1,0.0,,2024-04,temporal
3,nibrs,lstm,0,f1,0.0,,2024-05,temporal
3,nibrs,lstm,0,f1,0.0,,2024-06,temporal
3,nibrs,lstm,0,f1,0.0,,2024-07,temporal
3,nibrs,lstm,0,f1,0.0,,2024-08,temporal
3,nibrs,lstm,0,f1,0.0,,2024-09,temporal
3,nibrs,lstm,0,f1,0.0,,2024-10,temporal
3,nibrs,lstm,0,f1,0.0,,2024-11,temporal
3,nibrs,lstm,0,f1,0.0,,2024-12,temporal
3,nibrs,random_forest,0,f1,0.9097744360902256,,2024-01,temporal
3,nibrs,random_forest,0,f1,0.9206349206349207,,2024-02,temporal
3,nibrs,random_forest,0,f1,0.9424083769633509,,2024-03,temporal
3,nibrs,random_forest,0,f1,0.9156010230179027,,2024-04,temporal
3,nibrs,random_forest,0,f1,0.9488372093023255,,2024-05,temporal
3,nibrs,random_forest,0,f1,0.9373297002724796,,2024-06,temporal
3,nibrs,random_forest,0,f1,0.9109947643979057,,2024-07,temporal
3,nibrs,random_forest,0,f1,0.9157894736842105,,2024-08,temporal
3,nibrs,random_forest,0,f1,0.9376693766937669,,2024-09,temporal
3,nibrs,random_forest,0,f1,0.9339853300733497,,2024-10,temporal
3,nibrs,random_forest,0,f1,0.9352941176470589,,2024-11,temporal
3,nibrs,random_forest,0,f1,0.9455782312925171,,2024-12,temporal
3,chicago_2025,baseline_persistence,1,f1,0.0,,2024-12,temporal
3,chicago_2025,baseline_persistence,1,f1,0.2916666666666667,,2025-01,temporal
3,chicago_2025,baseline_persistence,1,f1,0.3902439024390244,,2025-02,temporal
3,chicago_2025,baseline_persistence,1,f1,0.45,,2025-03,temporal
3,chicago_2025,baseline_persistence,1,f1,0.5473684210526316,,2025-04,temporal
3,chicago_2025,baseline_persistence,1,f1,0.5391304347826087,,2025-05,temporal
3,chicago_2025,baseline_persistence,1,f1,0.802547770700637,,2025-06,temporal
3,chicago_2025,baseline_persistence,1,f1,0.7486033519553074,,2025-07,temporal
3,chicago_2025,baseline_persistence,1,f1,0.6715328467153284,,2025-08,temporal
3,chicago_2025,baseline_persistence,1,f1,0.7067669172932332,,2025-09,temporal
3,chicago_2025,baseline_persistence,1,f1,0.6885245901639344,,2025-10,temporal
3,chicago_2025,baseline_persistence,1,f1,0.43076923076923074,,2025-11,temporal
3,chicago_2025,baseline_persistence,1,f1,0.26666666666666666,,2025-12,temporal
3,chicago_2025,logistic_regression,1,f1,0.5,,2024-12,temporal
3,chicago_2025,logistic_regression,1,f1,0.5517241379310345,,2025-01,temporal
3,chicago_2025,logistic_regression,1,f1,0.4444444444444445,,2025-02,temporal
3,chicago_2025,logistic_regression,1,f1,0.5918367346938775,,2025-03,temporal
3,chicago_2025,logistic_regression,1,f1,0.6093749999999999,,2025-04,temporal
3,chicago_2025,logistic_regression,1,f1,0.7019867549668874,,2025-05,temporal
3,chicago_2025,logistic_regression,1,f1,0.8666666666666666,,2025-06,temporal
3,chicago_2025,logistic_regression,1,f1,0.8333333333333334,,2025-07,temporal
3,chicago_2025,logistic_regression,1,f1,0.7176470588235294,,2025-08,temporal
3,chicago_2025,logistic_regression,1,f1,0.7388535031847134,,2025-09,temporal
3,chicago_2025,logistic_regression,1,f1,0.7769784172661871,,2025-10,temporal
3,chicago_2025,logistic_regression,1,f1,0.5116279069767441,,2025-11,temporal
3,chicago_2025,logistic_regression,1,f1,0.25,,2025-12,temporal
3,chicago_2025,lstm,1,f1,0.0,,2024-12,temporal
3,chicago_2025,lstm,1,f1,0.23880597014925378,,2025-01,temporal
3,chicago_2025,lstm,1,f1,0.43478260869565216,,2025-02,temporal
3,chicago_2025,lstm,1,f1,0.4810126582278481,,2025-03,temporal
3,chicago_2025,lstm,1,f1,0.4761904761904762,,2025-04,temporal
3,chicago_2025,lstm,1,f1,0.656,,2025-05,temporal
3,chicago_2025,lstm,1,f1,0.7999999999999999,,2025-06,temporal
3,chicago_2025,lstm,1,f1,0.7647058823529411,,2025-07,temporal
3,chicago_2025,lstm,1,f1,0.6666666666666667,,2025-08,temporal
3,chicago_2025,lstm,1,f1,0.6060606060606061,,2025-09,temporal
3,chicago_2025,lstm,1,f1,0.5599999999999999,,2025-10,temporal
3,chicago_2025,lstm,1,f1,0.47457627118644075,,2025-11,temporal
3,chicago_2025,lstm,1,f1,0.3888888888888889,,2025-12,temporal
3,chicago_2025,random_forest,1,f1,0.5,,2024-12,temporal
3,chicago_2025,random_forest,1,f1,0.23529411764705882,,2025-01,temporal
3,chicago_2025,random_forest,1,f1,0.3870967741935484,,2025-02,temporal
3,chicago_2025,random_forest,1,f1,0.3880597014925373,,2025-03,temporal
3,chicago_2025,random_forest,1,f1,0.5617977528089888,,2025-04,temporal
3,chicago_2025,random_forest,1,f1,0.6446280991735538,,2025-05,temporal
3,chicago_2025,random_forest,1,f1,0.8690476190476191,,2025-06,temporal
3,chicago_2025,random_forest,1,f1,0.836734693877551,,2025-07,temporal
3,chicago_2025,random_forest,1,f1,0.7222222222222222,,2025-08,temporal
3,chicago_2025,random_forest,1,f1,0.6865671641791046,,2025-09,temporal
3,chicago_2025,random_forest,1,f1,0.7868852459016392,,2025-10,temporal
3,chicago_2025,random_forest,1,f1,0.4615384615384615,,2025-11,temporal
3,chicago_2025,random_forest,1,f1,0.0,,2025-12,temporal
3,nibrs,baseline_persistence,1,f1,0.9014084507042254,,2024-01,temporal
3,nibrs,baseline_persistence,1,f1,0.905852417302799,,2024-02,temporal
3,nibrs,baseline_persistence,1,f1,0.9246231155778895,,2024-03,temporal
3,nibrs,baseline_persistence,1,f1,0.9108433734939758,,2024-04,temporal
3,nibrs,baseline_persistence,1,f1,0.9123595505617977,,2024-05,temporal
3,nibrs,baseline_persistence,1,f1,0.8976377952755906,,2024-06,temporal
3,nibrs,baseline_persistence,1,f1,0.8911392405063291,,2024-07,temporal
3,nibrs,baseline_persistence,1,f1,0.8883374689826302,,2024-08,temporal
3,nibrs,baseline_persistence,1,f1,0.9129287598944592,,2024-09,temporal
3,nibrs,baseline_persistence,1,f1,0.9065420560747663,,2024-10,temporal
3,nibrs,baseline_persistence,1,f1,0.9291784702549575,,2024-11,temporal
3,nibrs,baseline_persistence,1,f1,0.9055374592833875,,2024-12,temporal
3,nibrs,logistic_regression,1,f1,0.16666666666666669,,2024-01,temporal
3,nibrs,logistic_regression,1,f1,0.34599156118143465,,2024-02,temporal
3,nibrs,logistic_regression,1,f1,0.33333333333333337,,2024-03,temporal
3,nibrs,logistic_regression,1,f1,0.39534883720930236,,2024-04,temporal
3,nibrs,logistic_regression,1,f1,0.45296167247386765,,2024-05,temporal
3,nibrs,logistic_regression,1,f1,0.4819277108433735,,2024-06,temporal
3,nibrs,logistic_regression,1,f1,0.44961240310077516,,2024-07,temporal
3,nibrs,logistic_regression,1,f1,0.46564885496183206,,2024-08,temporal
3,nibrs,logistic_regression,1,f1,0.48799999999999993,,2024-09,temporal
3,nibrs,logistic_regression,1,f1,0.45090909090909087,,2024-10,temporal
3,nibrs,logistic_regression,1,f1,0.4608695652173913,,2024-11,temporal
3,nibrs,logistic_regression,1,f1,0.41269841269841273,,2024-12,temporal
3,nibrs,lstm,1,f1,0.0,,2024-01,temporal
3,nibrs,lstm,1,f1,0.06751054852320675,,2024-02,temporal
3,nibrs,lstm,1,f1,0.09737827715355805,,2024-03,temporal
3,nibrs,lstm,1,f1,0.13861386138613863,,2024-04,temporal
3,nibrs,lstm,1,f1,0.15598885793871864,,2024-05,temporal
3,nibrs,lstm,1,f1,0.17438692098092642,,2024-06,temporal
3,nibrs,lstm,1,f1,0.2016348773841962,,2024-07,temporal
3,nibrs,lstm,1,f1,0.2388888888888889,,2024-08,temporal
3,nibrs,lstm,1,f1,0.19935691318327975,,2024-09,temporal
3,nibrs,lstm,1,f1,0.24422442244224424,,2024-10,temporal
3,nibrs,lstm,1,f1,0.1885245901639344,,2024-11,temporal
3,nibrs,lstm,1,f1,0.11764705882352942,,2024-12,temporal
3,nibrs,random_forest,1,f1,0.9015151515151516,,2024-01,temporal
3,nibrs,random_forest,1,f1,0.9255319148936171,,2024-02,temporal
3,nibrs,random_forest,1,f1,0.9340369393139841,,2024-03,temporal
3,nibrs,random_forest,1,f1,0.9164556962025316,,2024-04,temporal
3,nibrs,random_forest,1,f1,0.9463869463869463,,2024-05,temporal
3,nibrs,random_forest,1,f1,0.9376693766937669,,2024-06,temporal
3,nibrs,random_forest,1,f1,0.9114583333333333,,2024-07,temporal
3,nibrs,random_forest,1,f1,0.9114583333333334,,2024-08,temporal
3,nibrs,random_forest,1,f1,0.9405405405405406,,2024-09,temporal
3,nibrs,random_forest,1,f1,0.9362745098039216,,2024-10,temporal
3,nibrs,random_forest,1,f1,0.9289940828402367,,2024-11,temporal
3,nibrs,random_forest,1,f1,0.9383561643835617,,2024-12,temporal
3,chicago_2025,baseline_persistence,2,f1,0.0,,2024-12,temporal
3,chicago_2025,baseline_persistence,2,f1,0.2916666666666667,,2025-01,temporal
3,chicago_2025,baseline_persistence,2,f1,0.3902439024390244,,2025-02,temporal
3,chicago_2025,baseline_persistence,2,f1,0.45,,2025-03,temporal
3,chicago_2025,baseline_persistence,2,f1,0.5473684210526316,,2025-04,temporal
3,chicago_2025,baseline_persistence,2,f1,0.5391304347826087,,2025-05,temporal
3,chicago_2025,baseline_persistence,2,f1,0.802547770700637,,2025-06,temporal
3,chicago_2025,baseline_persistence,2,f1,0.7486033519553074,,2025-07,temporal
3,chicago_2025,baseline_persistence,2,f1,0.6715328467153284,,2025-08,temporal
3,chicago_2025,baseline_persistence,2,f1,0.7067669172932332,,2025-09,temporal
3,chicago_2025,baseline_persistence,2,f1,0.6885245901639344,,2025-10,temporal
3,chicago_2025,baseline_persistence,2,f1,0.43076923076923074,,2025-11,temporal
3,chicago_2025,baseline_persistence,2,f1,0.26666666666666666,,2025-12,temporal
3,chicago_2025,logistic_regression,2,f1,0.5,,2024-12,temporal
3,chicago_2025,logistic_regression,2,f1,0.5263157894736842,,2025-01,temporal
3,chicago_2025,logistic_regression,2,f1,0.47058823529411764,,2025-02,temporal
3,chicago_2025,logistic_regression,2,f1,0.5918367346938775,,2025-03,temporal
3,chicago_2025,logistic_regression,2,f1,0.6446280991735538,,2025-04,temporal
3,chicago_2025,logistic_regression,2,f1,0.6891891891891891,,2025-05,temporal
3,chicago_2025,logistic_regression,2,f1,0.8603351955307262,,2025-06,temporal
3,chicago_2025,logistic_regression,2,f1,0.8415841584158417,,2025-07,temporal
3,chicago_2025,logistic_regression,2,f1,0.7317073170731708,,2025-08,temporal
3,chicago_2025,logistic_regression,2,f1,0.7402597402597402,,2025-09,temporal
3,chicago_2025,logistic_regression,2,f1,0.7969924812030076,,2025-10,temporal
3,chicago_2025,logistic_regression,2,f1,0.4615384615384615,,2025-11,temporal
3,chicago_2025,logistic_regression,2,f1,0.2758620689655172,,2025-12,temporal
3,chicago_2025,lstm,2,f1,0.0,,2024-12,temporal
3,chicago_2025,lstm,2,f1,0.3050847457627119,,2025-01,temporal
3,chicago_2025,lstm,2,f1,0.380952380952381,,2025-02,temporal
3,chicago_2025,lstm,2,f1,0.4166666666666667,,2025-03,temporal
3,chicago_2025,lstm,2,f1,0.5869565217391304,,2025-04,temporal
3,chicago_2025,lstm,2,f1,0.6330935251798562,,2025-05,temporal
3,chicago_2025,lstm,2,f1,0.7861271676300579,,2025-06,temporal
3,chicago_2025,lstm,2,f1,0.75,,2025-07,temporal
3,chicago_2025,lstm,2,f1,0.7017543859649122,,2025-08,temporal
3,chicago_2025,lstm,2,f1,0.6956521739130436,,2025-09,temporal
3,chicago_2025,lstm,2,f1,0.6885245901639344,,2025-10,temporal
3,chicago_2025,lstm,2,f1,0.5070422535211268,,2025-11,temporal
3,chicago_2025,lstm,2,f1,0.4000000000000001,,2025-12,temporal
3,chicago_2025,random_forest,2,f1,0.5,,2024-12,temporal
3,chicago_2025,random_forest,2,f1,0.28571428571428575,,2025-01,temporal
3,chicago_2025,random_forest,2,f1,0.39999999999999997,,2025-02,temporal
3,chicago_2025,random_forest,2,f1,0.4117647058823529,,2025-03,temporal
3,chicago_2025,random_forest,2,f1,0.5454545454545454,,2025-04,temporal
3,chicago_2025,random_forest,2,f1,0.6324786324786326,,2025-05,temporal
3,chicago_2025,random_forest,2,f1,0.8795180722891567,,2025-06,temporal
3,chicago_2025,random_forest,2,f1,0.839378238341969,,2025-07,temporal
3,chicago_2025,random_forest,2,f1,0.7323943661971832,,2025-08,temporal
3,chicago_2025,random_forest,2,f1,0.6769230769230768,,2025-09,temporal
3,chicago_2025,random_forest,2,f1,0.7540983606557377,,2025-10,temporal
3,chicago_2025,random_forest,2,f1,0.4897959183673469,,2025-11,temporal
3,chicago_2025,random_forest,2,f1,0.0,,2025-12,temporal
3,nibrs,baseline_persistence,2,f1,0.9014084507042254,,2024-01,temporal
3,nibrs,baseline_persistence,2,f1,0.905852417302799,,2024-02,temporal
3,nibrs,baseline_persistence,2,f1,0.9246231155778895,,2024-03,temporal
3,nibrs,baseline_persistence,2,f1,0.9108433734939758,,2024-04,temporal
3,nibrs,baseline_persistence,2,f1,0.9123595505617977,,2024-05,temporal
3,nibrs,baseline_persistence,2,f1,0.8976377952755906,,2024-06,temporal
3,nibrs,baseline_persistence,2,f1,0.8911392405063291,,2024-07,temporal
3,nibrs,baseline_persistence,2,f1,0.8883374689826302,,2024-08,temporal
3,nibrs,baseline_persistence,2,f1,0.9129287598944592,,2024-09,temporal
3,nibrs,baseline_persistence,2,f1,0.9065420560747663,,2024-10,temporal
3,nibrs,baseline_persistence,2,f1,0.9291784702549575,,2024-11,temporal
3,nibrs,baseline_persistence,2,f1,0.9055374592833875,,2024-12,temporal
3,nibrs,logistic_regression,2,f1,0.13071895424836602,,2024-01,temporal
3,nibrs,logistic_regression,2,f1,0.23423423423423423,,2024-02,temporal
3,nibrs,logistic_regression,2,f1,0.24561403508771928,,2024-03,temporal
3,nibrs,logistic_regression,2,f1,0.2892561983471074,,2024-04,temporal
3,nibrs,logistic_regression,2,f1,0.391304347826087,,2024-05,temporal
3,nibrs,logistic_regression,2,f1,0.45714285714285713,,2024-06,temporal
3,nibrs,logistic_regression,2,f1,0.4,,2024-07,temporal
3,nibrs,logistic_regression,2,f1,0.4357976653696498,,2024-08,temporal
3,nibrs,logistic_regression,2,f1,0.3983050847457627,,2024-09,temporal
3,nibrs,logistic_regression,2,f1,0.39245283018867927,,2024-10,temporal
3,nibrs,logistic_regression,2,f1,0.3686635944700461,,2024-11,temporal
3,nibrs,logistic_regression,2,f1,0.3516483516483517,,2024-12,temporal
3,nibrs,lstm,2,f1,0.18987341772151897,,2024-01,temporal
3,nibrs,lstm,2,f1,0.21004566210045664,,2024-02,temporal
3,nibrs,lstm,2,f1,0.09523809523809523,,2024-03,temporal
3,nibrs,lstm,2,f1,0.06511627906976744,,2024-04,temporal
3,nibrs,lstm,2,f1,0.2142857142857143,,2024-05,temporal
3,nibrs,lstm,2,f1,0.31932773109243695,,2024-06,temporal
3,nibrs,lstm,2,f1,0.3333333333333333,,2024-07,temporal
3,nibrs,lstm,2,f1,0.3529411764705882,,2024-08,temporal
3,nibrs,lstm,2,f1,0.28959276018099545,,2024-09,temporal
3,nibrs,lstm,2,f1,0.22499999999999998,,2024-10,temporal
3,nibrs,lstm,2,f1,0.20304568527918782,,2024-11,temporal
3,nibrs,lstm,2,f1,0.32222222222222224,,2024-12,temporal
3,nibrs,random_forest,2,f1,0.8973384030418252,,2024-01,temporal
