seed,model,region_id,topk_selection_rate
2,lstm,IL__CPD_DIST_17,0.0
2,lstm,IL__CPD_DIST_7,0.01639344262295082
2,lstm,IL__CPD_DIST_10,0.00819672131147541
2,lstm,IL__CPD_DIST_14,0.0
2,lstm,IL__CPD_DIST_16,0.0
2,lstm,IL__CPD_DIST_5,0.0
2,lstm,IL__CPD_DIST_24,0.0
2,lstm,IL__CPD_DIST_20,0.0
2,lstm,IL__CPD_DIST_22,0.0
2,lstm,IL__CPD_DIST_UNKNOWN,0.0
2,lstm,IL__CPD_DIST_31,0.0
2,random_forest,IL__CPD_DIST_12,0.9672131147540983
2,random_forest,IL__CPD_DIST_8,0.8442622950819673
2,random_forest,IL__CPD_DIST_6,0.5245901639344263
2,random_forest,IL__CPD_DIST_25,0.01639344262295082
2,random_forest,IL__CPD_DIST_1,0.7950819672131147
2,random_forest,IL__CPD_DIST_18,0.6721311475409836
2,random_forest,IL__CPD_DIST_11,0.680327868852459
2,random_forest,IL__CPD_DIST_4,0.1721311475409836
2,random_forest,IL__CPD_DIST_2,0.02459016393442623
2,random_forest,IL__CPD_DIST_3,0.05737704918032787
2,random_forest,IL__CPD_DIST_19,0.2459016393442623
2,random_forest,IL__CPD_DIST_7,0.0
2,random_forest,IL__CPD_DIST_10,0.0
2,random_forest,IL__CPD_DIST_9,0.0
2,random_forest,IL__CPD_DIST_15,0.0
2,random_forest,IL__CPD_DIST_5,0.0
2,random_forest,IL__CPD_DIST_14,0.0
2,random_forest,IL__CPD_DIST_22,0.0
2,random_forest,IL__CPD_DIST_20,0.0
2,random_forest,IL__CPD_DIST_16,0.0
2,random_forest,IL__CPD_DIST_17,0.0
2,random_forest,IL__CPD_DIST_24,0.0
2,random_forest,IL__CPD_DIST_31,0.0
2,random_forest,IL__CPD_DIST_UNKNOWN,0.0
