time_window_days,domain,model,seed,metric,value,crime_group,date_bucket,slice
7,nibrs,lstm,2,f1,0.14964028776978416,,2024-08,temporal
7,nibrs,lstm,2,f1,0.21753246753246752,,2024-09,temporal
7,nibrs,lstm,2,f1,0.6428571428571429,,2024-10,temporal
7,nibrs,lstm,2,f1,0.5925925925925927,,2024-11,temporal
7,nibrs,lstm,2,f1,0.49557522123893805,,2024-12,temporal
7,nibrs,random_forest,2,f1,0.9473684210526315,,2024-01,temporal
7,nibrs,random_forest,2,f1,0.935064935064935,,2024-02,temporal
7,nibrs,random_forest,2,f1,0.961038961038961,,2024-03,temporal
7,nibrs,random_forest,2,f1,0.9435897435897437,,2024-04,temporal
7,nibrs,random_forest,2,f1,0.9801324503311258,,2024-05,temporal
7,nibrs,random_forest,2,f1,0.9542483660130718,,2024-06,temporal
7,nibrs,random_forest,2,f1,0.9633507853403142,,2024-07,temporal
7,nibrs,random_forest,2,f1,0.948051948051948,,2024-08,temporal
7,nibrs,random_forest,2,f1,0.9473684210526316,,2024-09,temporal
7,nibrs,random_forest,2,f1,0.9459459459459458,,2024-10,temporal
7,nibrs,random_forest,2,f1,0.9640287769784173,,2024-11,temporal
7,nibrs,random_forest,2,f1,0.8813559322033898,,2024-12,temporal
7,chicago_2025,baseline_persistence,0,auc,0.5985559534143519,,,neighbor_overall
7,chicago_2025,baseline_persistence,0,f1,0.34477825464949924,,,neighbor_overall
7,chicago_2025,baseline_persistence,0,recall,0.2092013888888889,,,neighbor_overall
7,chicago_2025,baseline_persistence,0,precision,0.9796747967479674,,,neighbor_overall
7,chicago_2025,logistic_regression,0,auc,0.6220341435185185,,,neighbor_overall
7,chicago_2025,logistic_regression,0,f1,0.45611702127659587,,,neighbor_overall
7,chicago_2025,logistic_regression,0,recall,0.2977430555555556,,,neighbor_overall
7,chicago_2025,logistic_regression,0,precision,0.9744318181818182,,,neighbor_overall
7,chicago_2025,lstm,0,auc,0.5235279224537037,,,neighbor_overall
7,chicago_2025,lstm,0,f1,0.4321404456448346,,,neighbor_overall
7,chicago_2025,lstm,0,recall,0.2777777777777778,,,neighbor_overall
7,chicago_2025,lstm,0,precision,0.9726443768996961,,,neighbor_overall
7,chicago_2025,random_forest,0,auc,0.5964129412615741,,,neighbor_overall
7,chicago_2025,random_forest,0,f1,0.3588652482269504,,,neighbor_overall
7,chicago_2025,random_forest,0,recall,0.21961805555555555,,,neighbor_overall
7,chicago_2025,random_forest,0,precision,0.9806201550387597,,,neighbor_overall
7,nibrs,baseline_persistence,0,auc,,,,neighbor_overall
7,nibrs,baseline_persistence,0,f1,0.0442808003488203,,,neighbor_overall
7,nibrs,baseline_persistence,0,recall,0.02264169639318272,,,neighbor_overall
7,nibrs,baseline_persistence,0,precision,1.0,,,neighbor_overall
7,nibrs,logistic_regression,0,auc,,,,neighbor_overall
7,nibrs,logistic_regression,0,f1,0.021127968822765263,,,neighbor_overall
7,nibrs,logistic_regression,0,recall,0.010676773682124455,,,neighbor_overall
7,nibrs,logistic_regression,0,precision,1.0,,,neighbor_overall
7,nibrs,lstm,0,auc,,,,neighbor_overall
7,nibrs,lstm,0,f1,0.014265335235378032,,,neighbor_overall
7,nibrs,lstm,0,recall,0.007183908045977011,,,neighbor_overall
7,nibrs,lstm,0,precision,1.0,,,neighbor_overall
7,nibrs,random_forest,0,auc,,,,neighbor_overall
7,nibrs,random_forest,0,f1,0.04262128154774892,,,neighbor_overall
7,nibrs,random_forest,0,recall,0.021774673008323423,,,neighbor_overall
7,nibrs,random_forest,0,precision,1.0,,,neighbor_overall
7,chicago_2025,baseline_persistence,1,auc,0.5985559534143519,,,neighbor_overall
7,chicago_2025,baseline_persistence,1,f1,0.34477825464949924,,,neighbor_overall
7,chicago_2025,baseline_persistence,1,recall,0.2092013888888889,,,neighbor_overall
7,chicago_2025,baseline_persistence,1,precision,0.9796747967479674,,,neighbor_overall
7,chicago_2025,logistic_regression,1,auc,0.6323603877314815,,,neighbor_overall
7,chicago_2025,logistic_regression,1,f1,0.44593687038280727,,,neighbor_overall
7,chicago_2025,logistic_regression,1,recall,0.2881944444444444,,,neighbor_overall
7,chicago_2025,logistic_regression,1,precision,0.9851632047477745,,,neighbor_overall
7,chicago_2025,lstm,1,auc,0.5507993344907407,,,neighbor_overall
7,chicago_2025,lstm,1,f1,0.41632653061224495,,,neighbor_overall
7,chicago_2025,lstm,1,recall,0.265625,,,neighbor_overall
7,chicago_2025,lstm,1,precision,0.9622641509433962,,,neighbor_overall
7,chicago_2025,random_forest,1,auc,0.5722972728587964,,,neighbor_overall
7,chicago_2025,random_forest,1,f1,0.3683839096683133,,,neighbor_overall
7,chicago_2025,random_forest,1,recall,0.2265625,,,neighbor_overall
7,chicago_2025,random_forest,1,precision,0.9849056603773585,,,neighbor_overall
7,nibrs,baseline_persistence,1,auc,,,,neighbor_overall
7,nibrs,baseline_persistence,1,f1,0.0442808003488203,,,neighbor_overall
7,nibrs,baseline_persistence,1,recall,0.02264169639318272,,,neighbor_overall
7,nibrs,baseline_persistence,1,precision,1.0,,,neighbor_overall
7,nibrs,logistic_regression,1,auc,,,,neighbor_overall
7,nibrs,logistic_regression,1,f1,0.01446067581525749,,,neighbor_overall
7,nibrs,logistic_regression,1,recall,0.007282996432818074,,,neighbor_overall
7,nibrs,logistic_regression,1,precision,1.0,,,neighbor_overall
7,nibrs,lstm,1,auc,,,,neighbor_overall
7,nibrs,lstm,1,f1,0.09880845853153111,,,neighbor_overall
7,nibrs,lstm,1,recall,0.05197185889813714,,,neighbor_overall
7,nibrs,lstm,1,precision,1.0,,,neighbor_overall
7,nibrs,random_forest,1,auc,,,,neighbor_overall
7,nibrs,random_forest,1,f1,0.0430008483820143,,,neighbor_overall
7,nibrs,random_forest,1,recall,0.02197284978200555,,,neighbor_overall
7,nibrs,random_forest,1,precision,1.0,,,neighbor_overall
7,chicago_2025,baseline_persistence,2,auc,0.5985559534143519,,,neighbor_overall
7,chicago_2025,baseline_persistence,2,f1,0.34477825464949924,,,neighbor_overall
7,chicago_2025,baseline_persistence,2,recall,0.2092013888888889,,,neighbor_overall
7,chicago_2025,baseline_persistence,2,precision,0.9796747967479674,,,neighbor_overall
7,chicago_2025,logistic_regression,2,auc,0.6269621672453703,,,neighbor_overall
7,chicago_2025,logistic_regression,2,f1,0.44489247311827956,,,neighbor_overall
7,chicago_2025,logistic_regression,2,recall,0.2873263888888889,,,neighbor_overall
7,chicago_2025,logistic_regression,2,precision,0.9851190476190477,,,neighbor_overall
7,chicago_2025,lstm,2,auc,0.4893934461805556,,,neighbor_overall
7,chicago_2025,lstm,2,f1,0.41717791411042937,,,neighbor_overall
7,chicago_2025,lstm,2,recall,0.265625,,,neighbor_overall
7,chicago_2025,lstm,2,precision,0.9714285714285714,,,neighbor_overall
7,chicago_2025,random_forest,2,auc,0.5699010778356481,,,neighbor_overall
7,chicago_2025,random_forest,2,f1,0.36723163841807915,,,neighbor_overall
7,chicago_2025,random_forest,2,recall,0.22569444444444445,,,neighbor_overall
7,chicago_2025,random_forest,2,precision,0.9848484848484849,,,neighbor_overall
7,nibrs,baseline_persistence,2,auc,,,,neighbor_overall
7,nibrs,baseline_persistence,2,f1,0.0442808003488203,,,neighbor_overall
7,nibrs,baseline_persistence,2,recall,0.02264169639318272,,,neighbor_overall
7,nibrs,baseline_persistence,2,precision,1.0,,,neighbor_overall
7,nibrs,logistic_regression,2,auc,,,,neighbor_overall
7,nibrs,logistic_regression,2,f1,0.016850482670531308,,,neighbor_overall
7,nibrs,logistic_regression,2,recall,0.008496829171621086,,,neighbor_overall
7,nibrs,logistic_regression,2,precision,1.0,,,neighbor_overall
7,nibrs,lstm,2,auc,,,,neighbor_overall
7,nibrs,lstm,2,f1,0.1601567841028212,,,neighbor_overall
7,nibrs,lstm,2,recall,0.08704914783987316,,,neighbor_overall
7,nibrs,lstm,2,precision,1.0,,,neighbor_overall
7,nibrs,random_forest,2,auc,,,,neighbor_overall
7,nibrs,random_forest,2,f1,0.04304828388598022,,,neighbor_overall
7,nibrs,random_forest,2,recall,0.021997621878715814,,,neighbor_overall
7,nibrs,random_forest,2,precision,1.0,,,neighbor_overall
