crime_group,Chicago_train_2015_2024_incidents_n,Chicago_train_2015_2024_incidents_pct,Chicago_train_2015_2024_positive_rate,Chicago_2025_incidents_n,Chicago_2025_incidents_pct,Chicago_2025_positive_rate,NIBRS_incidents_n,NIBRS_incidents_pct,NIBRS_positive_rate
theft_larceny,566266,0.33725219736304524,0.2537128712871287,54890,0.3446976595223592,0.20560109289617487,518428,0.3849131690512076,0.02304560752937383
assault_battery,664455,0.395730820495778,0.2537128712871287,64195,0.40313110317066586,0.20560109289617487,349652,0.2596033767178718,0.02304560752937383
burglary,100793,0.06002949272746981,0.2537128712871287,9697,0.06089512123134117,0.20560109289617487,108181,0.08032029817280065,0.02304560752937383
robbery,96059,0.057210054685424803,0.2537128712871287,5818,0.03653581678085418,0.20560109289617487,35039,0.02601513137867797,0.02304560752937383
motor_vehicle_theft,144702,0.08618046547528435,0.2537128712871287,17214,0.10810030080192914,0.20560109289617487,129177,0.09590903353701545,0.02304560752937383
drug_narcotics,106783,0.0635969692529978,0.2537128712871287,7427,0.04663999849285046,0.20560109289617487,206393,0.1532389911424265,0.02304560752937383
